Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Dropout,DropoutRiskScore,DropoutRiskCategory
1,53,1,9670,1,42,140.0,1,19,37,3,6,140.0,1,0,1,1,0,0,21,0,0,6,12,1,12.0,0,0,6,11,1,11.0,0,8.9,1.4,3.51,Enrolled,0,0.31479135729244473,Medium
1,1,2,9853,1,1,124.0,1,38,37,5,3,118.1,1,0,0,0,0,0,18,0,0,6,11,3,13.0,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,Dropout,1,0.8369094573922283,High
1,1,1,9254,1,1,158.0,1,19,39,4,8,153.5,1,0,0,1,0,0,20,0,0,6,7,6,14.833333333333334,0,0,6,6,6,16.0,0,11.1,0.6,2.02,Graduate,0,0.10276132543794594,Low
1,43,1,9773,1,1,137.0,1,38,37,9,5,127.9,1,0,0,1,0,0,20,0,0,6,6,6,11.833333333333334,0,0,6,7,6,12.857142857142858,0,15.5,2.8,-4.06,Graduate,0,0.08214232263419603,Low
1,17,3,9670,1,1,123.0,1,38,38,7,8,118.8,1,1,0,1,0,1,18,0,0,6,10,5,12.0,0,0,6,11,5,12.333333333333334,0,11.1,0.6,2.02,Graduate,0,0.24362763212887137,Low
1,1,1,9238,1,1,126.0,1,38,38,7,8,126.7,1,0,0,1,0,0,19,0,0,6,11,4,12.75,0,0,6,7,6,11.333333333333334,0,7.6,2.6,0.32,Graduate,0,0.10454025467239625,Low
1,43,1,9085,1,1,170.0,1,19,19,5,1,170.0,1,0,0,1,0,0,19,0,0,5,5,0,0.0,5,0,5,7,4,14.75,1,12.7,3.7,-1.7,Enrolled,0,0.1352807568111113,Low
4,39,1,9130,1,1,133.1,1,3,1,5,5,110.0,1,0,0,1,0,1,30,0,0,6,7,0,0.0,0,0,6,16,1,10.0,0,11.1,0.6,2.02,Dropout,1,0.900383941181208,High
1,17,1,9238,1,1,115.0,1,19,38,5,5,115.0,1,0,0,1,0,0,19,0,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,11.1,0.6,2.02,Graduate,0,0.034063887600382876,Low
1,1,3,9556,1,1,132.0,1,38,37,7,7,119.0,1,0,0,1,0,0,19,0,0,7,9,7,11.677777777777775,0,0,8,8,8,13.8,0,12.7,3.7,-1.7,Graduate,0,0.03630343193540349,Low
1,1,4,9500,1,1,132.0,1,1,37,4,7,121.8,1,0,0,1,0,1,19,0,0,8,8,7,13.6,0,0,8,8,7,13.6,0,12.7,3.7,-1.7,Graduate,0,0.02382394846291306,Low
1,1,1,9085,1,1,143.0,1,19,38,9,9,133.4,1,0,0,1,0,0,19,0,0,6,7,6,16.0,0,0,6,8,6,15.875,0,12.4,0.5,1.79,Graduate,0,0.0451072981649009,Low
1,1,3,9238,1,1,137.0,1,1,1,3,3,131.4,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,7.6,2.6,0.32,Graduate,0,0.062028360418269986,Low
1,42,1,9119,1,1,130.0,1,19,37,9,3,135.0,0,0,1,1,1,0,25,0,0,5,5,0,0.0,0,2,6,7,2,14.0,0,13.9,-0.3,0.79,Dropout,1,0.8999941973187435,High
1,1,2,9773,1,1,121.0,1,19,19,9,9,122.8,0,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,1,0.9828352934082469,High
2,39,1,9853,1,1,130.0,1,37,19,7,3,140.0,0,0,1,1,0,1,34,0,0,6,7,6,16.142857142857142,0,0,6,10,6,16.2,0,9.4,-0.8,-3.12,Graduate,0,0.10774495108201665,Low
1,18,2,9500,1,1,135.0,1,38,37,9,5,125.3,1,0,0,1,0,1,18,0,0,8,8,7,11.785714285714286,0,0,8,8,7,11.785714285714286,0,12.7,3.7,-1.7,Graduate,0,0.017097110386381797,Low
1,1,6,9500,1,1,137.0,1,1,1,4,5,126.3,1,0,0,1,0,1,18,0,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0,9.4,-0.8,-3.12,Graduate,0,0.04008583408215224,Low
1,1,1,9670,1,1,100.0,1,38,38,9,10,100.0,0,0,0,1,0,0,20,0,0,6,8,6,12.5,0,0,6,10,5,14.166666666666666,0,11.1,0.6,2.02,Graduate,0,0.09354663371246943,Low
1,17,2,9500,1,1,127.0,1,19,37,9,7,121.3,1,0,0,1,0,1,20,0,0,8,8,7,12.464285714285714,0,0,8,8,7,12.464285714285714,0,10.8,1.4,1.74,Graduate,0,0.016125432663416282,Low
1,53,1,9991,0,1,140.0,1,38,38,191,193,135.0,0,0,1,1,0,0,23,0,6,11,18,8,12.375,0,3,9,15,5,12.6,0,8.9,1.4,3.51,Enrolled,0,0.19955375252784208,Low
1,39,1,9670,1,1,140.0,1,37,37,6,6,120.0,0,0,0,1,0,0,28,0,0,6,8,1,10.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.9885231489467315,High
1,17,1,9773,1,1,121.0,1,37,19,9,10,113.7,0,0,0,1,0,0,18,0,0,6,8,5,12.6,0,0,6,10,6,12.428571428571429,0,15.5,2.8,-4.06,Enrolled,0,0.11198174415750795,Low
1,43,1,9147,1,1,131.0,1,19,38,9,9,129.7,1,0,0,1,0,0,19,0,0,5,5,5,12.6,0,0,5,6,4,12.4,0,16.2,0.3,-0.92,Graduate,0,0.06444146672940698,Low
2,1,1,9147,1,1,151.0,1,38,37,9,8,132.1,1,0,0,1,0,0,34,0,0,5,7,2,10.0,0,0,5,6,4,12.0,0,7.6,2.6,0.32,Dropout,1,0.40491130386340274,Medium
2,51,1,9853,1,1,130.0,1,37,37,7,8,120.3,0,0,0,1,0,0,35,0,0,7,7,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.9452954399819687,High
1,7,1,9991,0,40,120.0,1,37,37,9,7,120.0,0,0,0,1,0,0,32,0,0,5,7,5,11.6,0,0,5,8,5,12.333333333333334,0,12.4,0.5,1.79,Graduate,0,0.10985645115257796,Low
1,17,2,9254,1,1,136.0,1,19,19,4,7,123.1,1,0,0,1,0,0,19,0,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,0,0.06970319658984786,Low
1,17,5,9670,1,1,125.0,1,1,19,9,7,119.4,1,0,0,1,0,0,18,0,0,6,10,4,13.6,0,0,6,7,5,12.666666666666666,0,11.1,0.6,2.02,Graduate,0,0.10057675613896831,Low
2,39,1,9147,1,1,133.1,1,37,37,9,9,140.0,0,0,0,0,0,0,35,0,0,5,8,4,12.5,1,0,5,8,5,11.8,0,9.4,-0.8,-3.12,Dropout,1,0.8195216299873574,High
1,39,1,8014,0,1,133.1,1,1,12,4,5,116.5,0,0,0,1,1,1,24,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,12.4,0.5,1.79,Enrolled,0,0.1719064586056399,Low
1,17,1,9238,1,1,120.0,1,19,37,9,9,113.0,1,0,0,1,0,1,20,0,0,6,7,6,11.714285714285714,0,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate,0,0.024491562402554963,Low
1,1,3,9773,1,1,143.0,11,19,19,4,9,133.9,1,0,0,1,1,1,18,1,0,6,7,6,13.5,0,0,6,7,6,13.0,0,16.2,0.3,-0.92,Graduate,0,0.14910126955224728,Low
1,1,3,9500,1,1,133.1,1,38,19,7,9,115.5,1,0,0,1,1,1,20,0,0,8,8,7,13.024285714285714,0,0,8,8,7,13.024285714285714,0,10.8,1.4,1.74,Graduate,0,0.012132736083333973,Low
1,17,5,9254,1,1,121.0,1,1,19,4,7,116.5,1,0,0,0,1,0,18,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,0.8325829883060231,High
1,1,1,9119,1,1,168.0,1,19,19,4,4,171.2,0,0,0,1,1,1,18,0,0,5,6,5,17.333333333333332,0,0,5,8,5,18.571428571428573,0,12.4,0.5,1.79,Graduate,0,0.07901393484731467,Low
1,1,1,9670,1,1,124.0,1,19,37,5,7,119.1,0,0,0,1,1,1,20,0,0,5,7,4,11.0,0,0,5,7,4,11.5,0,9.4,-0.8,-3.12,Graduate,0,0.07887999742101191,Low
1,17,2,9853,1,1,127.0,1,19,38,3,3,121.1,1,0,0,1,1,0,19,0,0,7,10,6,13.666666666666666,0,0,7,9,6,12.5,0,12.4,0.5,1.79,Dropout,1,0.3643170228195994,Medium
1,1,2,9070,1,1,129.0,1,1,1,4,9,132.9,1,0,0,1,1,1,20,0,0,6,9,6,11.375,0,0,6,6,5,13.8,0,7.6,2.6,0.32,Enrolled,0,0.12081832905472048,Low
1,1,1,9238,1,1,137.0,1,19,1,9,9,132.8,0,0,0,1,1,0,19,0,0,6,6,6,12.833333333333334,0,0,6,8,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,0,0.037000210044010544,Low
1,1,1,9773,1,1,120.0,1,36,37,0,0,126.7,1,0,0,1,1,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,7.6,2.6,0.32,Graduate,0,0.2825212332519968,Low
1,1,1,9500,1,1,110.0,1,19,19,9,7,105.8,1,0,0,1,1,0,22,0,0,7,8,6,14.333333333333334,0,0,8,9,7,13.771428571428572,0,11.1,0.6,2.02,Graduate,0,0.04668927530065858,Low
1,17,2,9119,1,1,120.0,1,1,19,9,8,117.2,0,0,0,1,1,1,18,0,0,5,8,4,13.5,0,0,6,10,6,13.625,0,11.1,0.6,2.02,Enrolled,0,0.08972444008093179,Low
1,1,1,9500,1,1,143.0,1,38,38,9,9,140.0,0,0,0,1,1,0,19,0,0,8,8,7,14.285714285714286,0,0,8,8,7,14.285714285714286,0,12.7,3.7,-1.7,Graduate,0,0.02461495103130165,Low
1,44,1,9003,1,39,120.0,1,1,19,9,7,120.0,0,0,0,1,1,0,22,0,2,6,15,3,11.75,0,0,6,12,2,10.0,0,13.9,-0.3,0.79,Dropout,1,0.893020617105444,High
1,17,5,9119,1,1,124.0,11,4,12,2,9,119.5,1,0,0,1,1,0,20,1,0,5,5,5,14.8,0,0,5,5,5,17.6,0,8.9,1.4,3.51,Graduate,0,0.10886980753605482,Low
2,39,1,9003,1,1,168.0,1,1,41,9,3,153.9,0,0,1,0,1,0,34,0,0,6,7,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,1,0.9784203075925666,High
2,39,1,8014,0,19,133.1,1,1,1,4,4,130.0,0,0,0,1,1,0,24,0,0,6,14,1,10.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout,1,0.9440474602971752,High
1,39,2,9670,1,1,150.0,1,34,34,0,0,107.0,1,0,0,1,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1,0.9840742557936888,High
1,39,1,9500,1,1,140.0,1,37,37,9,6,132.8,0,0,0,1,1,0,35,0,0,7,10,4,12.6,0,0,7,9,5,12.38,0,12.4,0.5,1.79,Dropout,1,0.6410097557936535,High
1,1,1,9991,0,1,145.0,1,2,37,4,9,127.5,1,0,0,1,1,0,22,0,0,5,9,5,12.428571428571429,1,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate,0,0.10335989481146234,Low
1,18,1,9254,1,1,118.0,1,38,38,5,5,123.3,1,0,0,1,1,0,26,0,0,6,10,4,10.0,0,0,6,11,3,12.0,0,9.4,-0.8,-3.12,Enrolled,0,0.6380082587687725,High
1,17,1,9147,1,1,123.0,1,1,19,3,4,122.0,0,0,0,1,1,0,19,0,0,5,7,3,12.333333333333334,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.9520833039127768,High
1,1,5,9254,1,1,120.0,1,3,19,3,9,114.8,1,0,0,0,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.9934294774003113,High
1,44,1,171,1,39,140.0,1,3,3,2,2,140.0,0,0,1,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate,0,0.17631338194888072,Low
1,51,1,9670,1,1,126.0,1,3,3,1,10,111.0,0,0,1,1,1,0,21,0,5,11,12,10,12.1,0,2,8,9,8,13.333333333333334,0,11.1,0.6,2.02,Graduate,0,0.15595176863079718,Low
1,1,2,9773,1,1,137.0,1,1,19,7,7,133.2,1,0,0,1,0,1,19,0,0,6,7,6,14.714285714285714,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,0,0.1234123553012148,Low
1,1,3,9773,1,1,130.0,1,19,19,9,9,123.0,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate,0,0.08884497223554493,Low
1,53,1,9003,1,42,150.0,1,1,38,8,8,150.0,0,0,0,1,0,1,23,0,7,12,14,12,14.384615384615383,0,5,10,12,10,13.3,0,8.9,1.4,3.51,Graduate,0,0.07816238397610771,Low
1,17,3,9147,1,1,147.0,1,19,38,5,7,132.3,1,0,0,1,0,1,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,Graduate,0,0.03331018956710058,Low
1,18,1,9500,1,1,140.0,1,37,38,5,7,126.0,1,0,0,1,0,0,18,0,0,8,8,7,13.314285714285717,0,0,8,8,7,13.314285714285717,0,12.7,3.7,-1.7,Graduate,0,0.03213489283320293,Low
1,1,3,9500,1,1,132.0,1,38,38,9,9,119.3,1,0,0,1,0,0,19,0,0,8,8,7,11.98857142857143,0,0,8,8,7,11.98857142857143,0,10.8,1.4,1.74,Graduate,0,0.023167456257526954,Low
1,53,1,9147,1,42,130.0,1,1,19,143,172,133.8,1,0,0,1,0,0,21,0,6,11,17,11,11.545454545454543,0,3,9,13,8,12.88888888888889,0,8.9,1.4,3.51,Graduate,0,0.07621392935686586,Low
1,1,1,9085,1,1,130.0,1,37,37,9,6,126.5,1,0,0,1,0,1,18,0,0,6,13,6,16.46153846153846,0,0,6,8,6,13.875,0,15.5,2.8,-4.06,Graduate,0,0.03140729165105616,Low
1,1,1,9773,1,1,151.0,1,38,37,9,5,138.4,1,0,0,1,0,1,24,0,0,6,7,6,13.666666666666666,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,Graduate,0,0.061982341380524456,Low
1,1,4,9500,1,1,144.0,1,3,39,2,3,129.0,1,0,0,1,0,0,18,0,0,7,8,7,12.65,0,0,8,9,8,13.411111111111111,0,16.2,0.3,-0.92,Dropout,1,0.46668326698789797,Medium
1,1,1,9670,1,1,127.0,1,19,1,5,7,118.3,1,0,0,1,0,0,18,0,0,6,7,6,12.333333333333334,0,0,6,10,3,12.0,0,13.9,-0.3,0.79,Enrolled,0,0.1523034046378871,Low
1,17,2,9500,1,1,131.0,1,19,37,9,7,129.8,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,12.4,0.5,1.79,Graduate,0,0.077034465740853,Low
1,17,2,9085,1,1,123.0,1,1,19,4,9,113.6,1,0,0,1,0,0,19,0,0,5,13,3,12.0,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,Enrolled,0,0.08901052979375113,Low
1,1,5,9773,1,1,130.0,1,34,38,0,8,128.3,1,0,0,0,0,1,18,0,0,6,12,3,12.0,0,0,6,15,3,10.666666666666666,0,7.6,2.6,0.32,Dropout,1,0.696557534463155,High
1,43,1,9254,1,1,130.0,1,1,19,5,7,130.0,0,0,0,1,0,1,19,0,0,6,11,4,12.0,0,0,6,14,3,11.0,0,10.8,1.4,1.74,Dropout,1,0.7040153296291168,High
1,17,2,9853,1,1,131.0,1,1,38,4,8,121.9,1,0,0,1,0,0,19,0,0,6,10,5,12.6,0,0,6,7,5,11.2,0,10.8,1.4,1.74,Graduate,0,0.1541297753006463,Low
1,1,5,9238,1,3,135.0,1,1,38,9,3,129.4,0,0,1,1,0,0,18,0,0,6,6,6,12.166666666666666,0,0,6,6,6,12.333333333333334,0,10.8,1.4,1.74,Graduate,0,0.09049566315236181,Low
1,1,2,9853,1,1,123.0,1,19,1,194,103,115.3,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14.0,0,11.1,0.6,2.02,Enrolled,0,0.07345375435578969,Low
1,1,5,9500,1,1,145.0,1,38,38,9,9,125.5,1,0,0,1,0,1,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,Graduate,0,0.04669007212127274,Low
1,17,6,9556,1,1,118.0,1,38,38,5,5,117.8,1,0,0,1,0,1,19,0,0,7,11,6,12.4,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Graduate,0,0.062455525210447956,Low
1,17,3,9147,1,1,125.0,1,3,38,2,10,118.7,1,0,0,1,0,0,18,0,0,5,16,4,10.666666666666666,0,0,5,11,2,12.0,0,13.9,-0.3,0.79,Enrolled,0,0.2412536763833234,Low
1,1,2,9500,1,1,152.0,1,37,37,9,9,139.0,1,0,0,1,0,0,18,0,0,7,7,6,14.333333333333334,0,0,7,7,6,14.333333333333334,0,7.6,2.6,0.32,Graduate,0,0.02591907914787178,Low
1,1,1,9085,1,1,101.0,1,1,37,4,9,98.9,1,0,0,1,0,0,21,0,0,6,12,4,12.5,0,0,6,13,2,12.666666666666666,0,11.1,0.6,2.02,Enrolled,0,0.20974451685832748,Low
1,17,1,9254,1,1,137.0,1,34,38,0,7,137.7,1,0,1,0,0,0,19,0,0,6,14,1,10.0,0,0,6,13,0,0.0,0,7.6,2.6,0.32,Dropout,1,0.9481764063555836,High
1,1,4,9500,1,1,123.0,1,1,1,3,3,113.6,1,0,0,1,0,0,21,0,0,7,8,7,14.69625,0,0,8,9,8,14.622222222222224,0,12.4,0.5,1.79,Graduate,0,0.06099931097559798,Low
1,1,1,9085,1,1,120.0,1,4,1,2,9,113.4,0,0,0,1,0,0,18,0,0,6,14,4,11.5,0,0,6,17,3,13.75,0,11.1,0.6,2.02,Enrolled,0,0.24339218644681546,Low
1,17,3,9556,1,1,131.0,1,19,38,9,7,128.5,0,0,0,1,0,1,18,0,0,7,9,7,12.855555555555556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,Graduate,0,0.04615912539088415,Low
1,1,1,9500,1,1,141.0,1,1,1,3,10,142.8,0,0,0,1,0,0,18,0,0,7,7,7,13.7,0,0,8,9,8,13.994444444444444,0,11.1,0.6,2.02,Graduate,0,0.07466537908323626,Low
1,1,1,9130,1,1,144.0,1,3,1,1,3,137.7,0,0,0,0,0,0,23,0,0,5,9,0,0.0,3,1,5,10,1,12.0,3,10.8,1.4,1.74,Dropout,1,0.9472343762313439,High
1,1,1,9238,1,1,107.0,1,19,37,7,7,103.5,1,0,0,1,0,0,20,0,0,6,13,3,11.2,0,0,6,9,4,12.0,0,16.2,0.3,-0.92,Enrolled,0,0.4086087332883489,Medium
1,1,1,9500,1,1,133.0,1,38,38,5,5,123.2,0,0,0,1,0,0,18,0,0,7,7,7,13.285714285714286,0,0,8,9,8,13.333333333333334,0,16.2,0.3,-0.92,Graduate,0,0.052863887540642224,Low
1,17,2,9853,1,1,126.0,1,1,19,2,10,126.0,1,0,0,1,0,0,19,0,0,6,9,5,13.0,0,0,6,8,5,10.4,0,7.6,2.6,0.32,Enrolled,0,0.25428303153838167,Low
1,39,1,9500,1,1,133.1,1,1,38,3,7,121.7,0,0,0,1,0,1,27,0,0,7,8,6,12.6,0,0,7,9,6,11.685714285714283,0,12.4,0.5,1.79,Enrolled,0,0.04826877195107283,Low
1,17,1,9147,1,1,147.0,1,37,37,9,6,142.8,1,0,1,0,0,1,19,0,0,5,5,5,12.8,0,0,5,5,4,12.0,0,11.1,0.6,2.02,Enrolled,0,0.5619566644606541,Medium
1,43,1,9130,1,1,120.0,1,1,19,9,9,120.0,1,0,0,1,0,0,21,0,0,6,14,5,11.5,1,0,6,13,5,11.0,1,15.5,2.8,-4.06,Dropout,1,0.5480344176497294,Medium
1,18,1,9500,1,1,130.0,1,37,38,7,8,119.3,1,0,0,1,0,1,19,0,0,8,8,7,11.4,0,0,8,8,7,11.4,0,10.8,1.4,1.74,Graduate,0,0.028053938961324607,Low
1,44,1,9238,1,1,120.0,1,37,37,6,9,121.0,0,0,0,1,0,1,21,0,3,6,6,6,12.333333333333334,0,2,6,8,6,11.333333333333334,0,13.9,-0.3,0.79,Graduate,0,0.03165032537612282,Low
1,1,5,9773,1,1,138.0,1,19,19,9,9,139.4,1,0,0,1,0,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,Graduate,0,0.23533299722806125,Low
1,17,1,9085,1,1,124.0,1,19,38,7,7,113.9,1,0,0,1,0,1,20,0,0,5,8,5,12.0,1,0,5,8,4,15.0,1,12.7,3.7,-1.7,Graduate,0,0.06509961018906704,Low
1,1,1,9853,1,1,133.0,1,37,37,9,7,124.6,1,0,0,1,0,1,18,0,0,6,8,5,13.0,0,0,6,9,5,13.5,0,9.4,-0.8,-3.12,Graduate,0,0.0703930635004971,Low
1,17,1,9070,1,1,122.0,1,1,1,4,8,123.8,1,0,1,0,0,1,18,0,0,6,6,6,11.833333333333334,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,Dropout,1,0.8084085570034426,High
1,1,3,9085,1,1,138.0,1,1,3,4,4,126.3,1,0,0,1,0,0,18,0,0,6,8,6,14.0,0,0,6,9,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,0,0.06929529627080622,Low
1,17,4,9773,1,1,134.0,1,1,1,3,3,120.4,1,0,0,1,0,1,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate,0,0.0968627571226437,Low
1,1,3,9500,1,1,128.0,1,1,1,7,7,120.5,1,0,0,1,0,1,19,0,0,7,10,5,13.04,0,0,7,7,7,12.5,0,12.4,0.5,1.79,Enrolled,0,0.05287001536469754,Low
1,53,1,9085,1,42,140.0,1,19,38,8,9,144.9,1,0,1,0,0,0,23,0,7,11,18,11,13.166666666666666,0,4,9,15,8,13.333333333333334,0,8.9,1.4,3.51,Enrolled,0,0.1452722793240843,Low
1,39,1,9085,1,19,133.1,1,19,19,4,9,139.9,1,0,0,1,0,1,24,0,1,6,7,6,12.5,0,0,6,11,6,12.833333333333334,0,8.9,1.4,3.51,Graduate,0,0.048412983167261794,Low
1,1,1,171,1,1,142.0,1,1,1,3,3,133.3,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,0,0.23795726426964647,Low
1,1,3,9500,1,1,141.0,1,19,19,9,9,126.0,1,0,0,1,0,0,18,0,0,8,8,7,15.657142857142857,0,0,8,8,7,15.657142857142857,0,12.7,3.7,-1.7,Graduate,0,0.04889445461264268,Low
1,1,2,9070,1,1,145.0,1,1,19,4,3,133.5,0,0,0,1,0,0,19,0,0,6,6,6,12.166666666666666,0,0,6,6,6,11.333333333333334,0,12.7,3.7,-1.7,Graduate,0,0.0650541306487496,Low
1,17,2,9853,1,1,145.0,1,38,19,4,9,127.9,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.9941427857590097,High
1,1,1,9238,1,1,108.0,1,1,38,5,8,105.9,0,0,0,1,0,1,20,0,0,6,11,5,10.6,0,0,6,9,5,11.166666666666666,0,11.1,0.6,2.02,Enrolled,0,0.07911306792083388,Low
1,1,1,9085,1,1,132.0,1,1,12,4,5,124.3,0,0,0,1,0,0,20,0,0,6,10,6,13.428571428571429,0,0,6,11,5,12.666666666666666,0,13.9,-0.3,0.79,Enrolled,0,0.04939508521372068,Low
1,39,1,9773,1,1,140.0,1,34,37,0,0,102.5,0,0,0,1,0,0,26,0,0,6,8,4,11.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,1,0.9358730635376388,High
1,39,1,9254,1,19,133.1,1,19,1,9,5,97.0,0,0,1,0,1,0,36,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,1,0.989478955196425,High
1,17,1,171,1,1,128.0,1,1,1,4,10,134.7,0,0,0,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.9407979144677754,High
1,42,1,9119,1,1,120.0,1,19,37,9,9,113.8,0,0,0,0,1,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1,0.9967777942037976,High
1,1,4,9119,1,1,120.0,1,3,1,123,152,116.9,0,0,0,1,1,0,18,0,0,5,9,1,13.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.8678610518026587,High
1,1,4,9500,1,1,139.0,1,37,38,9,9,124.0,1,0,0,1,1,1,18,0,0,8,8,7,13.331428571428573,0,0,8,8,7,13.331428571428573,0,10.8,1.4,1.74,Graduate,0,0.02857742274129973,Low
1,39,1,9070,1,1,139.3,1,38,38,5,5,117.5,0,0,0,1,1,0,28,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,1,0.9826841612473374,High
1,44,1,171,1,39,150.0,1,19,1,9,9,154.8,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,0,0.18714362355786535,Low
1,1,1,9500,1,1,138.0,1,19,37,4,9,141.0,0,0,0,1,1,0,19,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,0,0.02883860521056321,Low
1,39,1,9670,1,9,133.1,1,6,22,3,3,120.0,0,0,1,0,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,1,0.9878335562396549,High
1,51,1,9119,1,1,136.0,1,1,19,3,5,133.6,1,0,0,1,1,0,20,0,4,9,12,9,13.454545454545457,0,2,7,9,6,13.875,0,11.1,0.6,2.02,Dropout,1,0.500373018162614,Medium
1,1,6,9500,1,1,134.0,1,38,38,9,9,122.0,1,0,0,1,1,0,19,0,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,Graduate,0,0.05060230254332941,Low
1,1,1,9147,1,1,140.0,1,19,19,7,3,120.0,1,0,0,1,1,0,21,0,0,5,8,3,10.0,0,0,5,10,4,11.0,0,12.7,3.7,-1.7,Dropout,1,0.6439618955339694,High
1,53,1,9670,1,42,110.0,1,1,19,9,9,114.2,0,0,0,1,1,1,23,0,0,6,7,5,13.0,0,0,6,7,6,12.857142857142858,0,8.9,1.4,3.51,Graduate,0,0.08722790653459671,Low
1,39,1,8014,0,38,133.1,1,38,37,4,8,95.5,0,0,0,1,1,0,29,0,0,6,11,6,12.0,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Graduate,0,0.16612782154401556,Low
1,1,1,9500,1,1,129.0,1,1,1,9,9,120.0,0,0,0,1,1,0,20,0,0,8,8,7,15.028571428571428,0,0,8,8,7,15.028571428571428,0,12.7,3.7,-1.7,Graduate,0,0.02366422555651611,Low
